player,turn,deadwood,score,opp_score,hand_result,match_result
0,7,41,0,0,12,0
1,8,33,0,0,-12,1
0,9,13,0,0,12,0
1,10,33,0,0,-12,1
0,11,12,0,0,12,0
1,1,79,0,12,20,1
0,2,34,12,0,-20,0
1,3,79,0,12,20,1
0,4,34,12,0,-20,0
1,5,75,0,12,20,1
0,6,33,12,0,-20,0
1,7,75,0,12,20,1
0,8,33,12,0,-20,0
1,9,75,0,12,20,1
0,10,28,12,0,-20,0
1,11,67,0,12,20,1
0,12,28,12,0,-20,0
1,13,59,0,12,20,1
0,14,29,12,0,-20,0
1,15,37,0,12,20,1
0,16,37,12,0,-20,0
1,17,24,0,12,20,1
0,18,37,12,0,-20,0
1,19,24,0,12,20,1
0,20,30,12,0,-20,0
1,21,16,0,12,20,1
0,1,39,12,20,31,0
1,2,71,20,12,-31,1
0,3,39,12,20,31,0
1,1,52,20,43,20,1
0,2,26,43,20,-20,0
1,3,52,20,43,20,1
0,4,26,43,20,-20,0
1,5,24,20,43,20,1
0,6,21,43,20,-20,0
1,7,14,20,43,20,1
0,8,21,43,20,-20,0
1,9,14,20,43,20,1
0,1,54,43,40,-5,0
1,2,67,40,43,5,1
0,3,24,43,40,-5,0
1,4,66,40,43,5,1
0,5,14,43,40,-5,0
1,6,62,40,43,5,1
0,7,18,43,40,-5,0
1,8,39,40,43,5,1
0,9,18,43,40,-5,0
1,10,31,40,43,5,1
0,11,18,43,40,-5,0
1,12,31,40,43,5,1
0,13,17,43,40,-5,0
1,14,25,40,43,5,1
0,15,14,43,40,-5,0
1,16,21,40,43,5,1
0,17,14,43,40,-5,0
1,18,21,40,43,5,1
1,1,65,45,43,34,1
0,2,73,43,45,-34,0
1,3,65,45,43,34,1
0,4,73,43,45,-34,0
1,5,65,45,43,34,1
0,6,44,43,45,-34,0
1,7,65,45,43,34,1
0,8,37,43,45,-34,0
1,9,65,45,43,34,1
0,10,34,43,45,-34,0
1,11,62,45,43,34,1
0,12,34,43,45,-34,0
1,13,34,45,43,34,1
0,14,30,43,45,-34,0
1,15,34,45,43,34,1
0,16,30,43,45,-34,0
1,17,31,45,43,34,1
0,18,30,43,45,-34,0
1,19,30,45,43,34,1
0,20,24,43,45,-34,0
1,21,25,45,43,34,1
0,22,19,43,45,-34,0
1,23,25,45,43,34,1
0,24,19,43,45,-34,0
1,25,19,45,43,34,1
0,26,22,43,45,-34,0
1,27,12,45,43,34,1
0,1,49,43,79,-74,0
1,2,34,79,43,74,1
0,3,49,43,79,-74,0
1,4,19,79,43,74,1
0,5,51,43,79,-74,0
1,6,18,79,43,74,1
1,1,21,0,0,34,1
0,2,44,0,0,-34,0
1,3,21,0,0,34,1
0,4,44,0,0,-34,0
1,5,14,0,0,34,1
0,1,58,0,34,-17,0
1,2,62,34,0,17,1
0,3,58,0,34,-17,0
1,4,62,34,0,17,1
0,5,58,0,34,-17,0
1,6,32,34,0,17,1
0,7,60,0,34,-17,0
1,8,26,34,0,17,1
0,9,31,0,34,-17,0
1,10,23,34,0,17,1
1,1,52,51,0,-18,1
0,2,77,0,51,18,0
1,3,52,51,0,-18,1
0,4,77,0,51,18,0
1,5,50,51,0,-18,1
0,6,47,0,51,18,0
1,7,46,51,0,-18,1
0,8,21,0,51,18,0
1,9,46,51,0,-18,1
0,10,17,0,51,18,0
1,11,22,51,0,-18,1
0,12,17,0,51,18,0
0,1,78,18,51,-39,0
1,2,50,51,18,39,1
0,3,78,18,51,-39,0
1,4,36,51,18,39,1
0,5,75,18,51,-39,0
1,6,15,51,18,39,1
1,1,56,90,18,6,1
0,2,67,18,90,-6,0
1,3,56,90,18,6,1
0,4,67,18,90,-6,0
1,5,53,90,18,6,1
0,6,67,18,90,-6,0
1,7,53,90,18,6,1
0,8,59,18,90,-6,0
1,9,53,90,18,6,1
0,10,59,18,90,-6,0
1,11,47,90,18,6,1
0,12,59,18,90,-6,0
1,13,47,90,18,6,1
0,14,56,18,90,-6,0
1,15,33,90,18,6,1
0,16,51,18,90,-6,0
1,17,28,90,18,6,1
0,18,51,18,90,-6,0
1,19,28,90,18,6,1
0,20,45,18,90,-6,0
1,21,28,90,18,6,1
0,22,27,18,90,-6,0
1,23,28,90,18,6,1
0,24,19,18,90,-6,0
1,25,27,90,18,6,1
0,26,19,18,90,-6,0
1,27,27,90,18,6,1
0,28,19,18,90,-6,0
1,29,22,90,18,6,1
0,1,80,18,96,25,0
1,2,66,96,18,-25,1
0,3,55,18,96,25,0
1,4,65,96,18,-25,1
0,5,55,18,96,25,0
1,6,63,96,18,-25,1
0,7,29,18,96,25,0
1,1,61,96,43,34,1
0,2,53,43,96,-34,0
1,3,61,96,43,34,1
0,4,53,43,96,-34,0
1,5,31,96,43,34,1
0,1,44,0,0,-32,1
1,2,30,0,0,32,0
0,3,44,0,0,-32,1
1,4,30,0,0,32,0
0,5,38,0,0,-32,1
1,6,23,0,0,32,0
0,7,38,0,0,-32,1
1,8,16,0,0,32,0
1,1,59,32,0,-28,0
0,2,21,0,32,28,1
1,3,59,32,0,-28,0
0,4,21,0,32,28,1
1,5,57,32,0,-28,0
0,6,19,0,32,28,1
1,7,44,32,0,-28,0
0,8,17,0,32,28,1
1,9,44,32,0,-28,0
0,10,17,0,32,28,1
1,11,35,32,0,-28,0
0,12,17,0,32,28,1
1,13,35,32,0,-28,0
0,14,17,0,32,28,1
1,15,29,32,0,-28,0
0,16,17,0,32,28,1
1,17,27,32,0,-28,0
0,18,17,0,32,28,1
1,19,27,32,0,-28,0
0,20,1,0,32,28,1
1,21,24,32,0,-28,0
0,22,0,0,32,28,1
1,23,16,32,0,-28,0
0,1,50,28,32,-10,1
1,2,49,32,28,10,0
0,3,50,28,32,-10,1
1,4,49,32,28,10,0
0,5,46,28,32,-10,1
1,6,49,32,28,10,0
0,7,44,28,32,-10,1
1,8,28,32,28,10,0
0,9,44,28,32,-10,1
1,10,25,32,28,10,0
0,11,19,28,32,-10,1
1,12,21,32,28,10,0
1,1,61,42,28,-23,0
0,2,54,28,42,23,1
1,3,47,42,28,-23,0
0,4,30,28,42,23,1
1,5,47,42,28,-23,0
0,6,30,28,42,23,1
1,7,45,42,28,-23,0
0,8,30,28,42,23,1
1,9,42,42,28,-23,0
0,10,30,28,42,23,1
0,1,77,51,42,27,1
1,2,58,42,51,-27,0
0,3,77,51,42,27,1
1,4,58,42,51,-27,0
0,5,47,51,42,27,1
1,6,55,42,51,-27,0
0,7,25,51,42,27,1
1,8,29,42,51,-27,0
0,9,30,51,42,27,1
1,1,31,42,78,26,0
0,2,54,78,42,-26,1
1,3,31,42,78,26,0
0,4,54,78,42,-26,1
1,5,31,42,78,26,0
0,6,46,78,42,-26,1
1,7,26,42,78,26,0
0,8,46,78,42,-26,1
1,9,17,42,78,26,0
0,1,71,78,68,18,1
1,2,48,68,78,-18,0
0,3,71,78,68,18,1
1,4,48,68,78,-18,0
0,5,45,78,68,18,1
1,6,26,68,78,-18,0
0,7,44,78,68,18,1
1,8,21,68,78,-18,0
0,9,17,78,68,18,1
1,10,21,68,78,-18,0
0,11,15,78,68,18,1
1,1,70,68,96,-41,0
0,2,32,96,68,41,1
1,3,70,68,96,-41,0
0,4,32,96,68,41,1
1,5,63,68,96,-41,0
0,6,32,96,68,41,1
1,7,63,68,96,-41,0
0,8,32,96,68,41,1
1,9,54,68,96,-41,0
0,10,32,96,68,41,1
1,1,71,0,0,3,0
0,2,26,0,0,-3,1
1,3,71,0,0,3,0
0,4,12,0,0,-3,1
1,5,41,0,0,3,0
0,6,12,0,0,-3,1
1,7,38,0,0,3,0
0,8,12,0,0,-3,1
1,9,36,0,0,3,0
0,10,12,0,0,-3,1
1,11,36,0,0,3,0
0,12,20,0,0,-3,1
1,13,29,0,0,3,0
0,14,20,0,0,-3,1
1,15,29,0,0,3,0
0,16,20,0,0,-3,1
1,17,29,0,0,3,0
0,18,10,0,0,-3,1
1,19,29,0,0,3,0
0,20,10,0,0,-3,1
1,21,24,0,0,3,0
0,22,10,0,0,-3,1
1,23,19,0,0,3,0
0,24,10,0,0,-3,1
1,25,19,0,0,3,0
0,26,10,0,0,-3,1
1,27,19,0,0,3,0
0,28,11,0,0,-3,1
1,29,19,0,0,3,0
0,1,51,0,3,-9,1
1,2,55,3,0,9,0
0,3,51,0,3,-9,1
1,4,55,3,0,9,0
0,5,48,0,3,-9,1
1,6,25,3,0,9,0
0,7,48,0,3,-9,1
1,8,15,3,0,9,0
0,9,41,0,3,-9,1
1,10,13,3,0,9,0
1,1,65,12,0,-25,0
0,2,25,0,12,25,1
1,3,65,12,0,-25,0
0,4,25,0,12,25,1
1,5,64,12,0,-25,0
0,6,25,0,12,25,1
1,7,35,12,0,-25,0
0,8,25,0,12,25,1
1,9,31,12,0,-25,0
0,10,25,0,12,25,1
0,1,75,25,12,39,1
1,2,50,12,25,-39,0
0,3,75,25,12,39,1
1,4,50,12,25,-39,0
0,5,73,25,12,39,1
1,6,44,12,25,-39,0
0,7,68,25,12,39,1
1,8,40,12,25,-39,0
0,9,46,25,12,39,1
1,10,40,12,25,-39,0
0,11,42,25,12,39,1
1,12,30,12,25,-39,0
0,13,21,25,12,39,1
1,14,30,12,25,-39,0
0,15,13,25,12,39,1
1,1,35,12,64,8,0
0,2,62,64,12,-8,1
1,3,35,12,64,8,0
0,4,62,64,12,-8,1
1,5,33,12,64,8,0
0,6,58,64,12,-8,1
1,7,25,12,64,8,0
0,8,55,64,12,-8,1
1,9,25,12,64,8,0
0,10,38,64,12,-8,1
1,11,25,12,64,8,0
0,12,38,64,12,-8,1
1,13,21,12,64,8,0
0,14,38,64,12,-8,1
1,15,18,12,64,8,0
0,16,12,64,12,-8,1
1,17,18,12,64,8,0
0,1,72,64,20,3,1
1,2,44,20,64,-3,0
0,3,45,64,20,3,1
1,4,39,20,64,-3,0
0,5,45,64,20,3,1
1,6,35,20,64,-3,0
0,7,49,64,20,3,1
1,8,11,20,64,-3,0
0,9,42,64,20,3,1
1,10,11,20,64,-3,0
0,11,18,64,20,3,1
1,12,11,20,64,-3,0
0,13,18,64,20,3,1
1,1,74,20,67,14,0
0,2,71,67,20,-14,1
1,3,74,20,67,14,0
0,4,71,67,20,-14,1
1,5,67,20,67,14,0
0,6,77,67,20,-14,1
1,7,61,20,67,14,0
0,8,48,67,20,-14,1
1,9,45,20,67,14,0
0,10,48,67,20,-14,1
1,11,36,20,67,14,0
0,12,36,67,20,-14,1
1,13,21,20,67,14,0
0,14,31,67,20,-14,1
1,15,18,20,67,14,0
0,1,52,67,34,-8,1
1,2,72,34,67,8,0
0,3,32,67,34,-8,1
1,4,42,34,67,8,0
0,5,32,67,34,-8,1
1,6,14,34,67,8,0
0,7,25,67,34,-8,1
1,8,14,34,67,8,0
0,9,25,67,34,-8,1
1,10,14,34,67,8,0
0,11,18,67,34,-8,1
1,12,12,34,67,8,0
1,1,61,42,67,15,0
0,2,63,67,42,-15,1
1,3,37,42,67,15,0
0,4,33,67,42,-15,1
1,5,29,42,67,15,0
0,6,27,67,42,-15,1
1,7,27,42,67,15,0
0,8,23,67,42,-15,1
1,9,18,42,67,15,0
0,1,70,67,57,-24,1
1,2,57,57,67,24,0
0,3,70,67,57,-24,1
1,4,57,57,67,24,0
0,5,67,67,57,-24,1
1,6,52,57,67,24,0
0,7,60,67,57,-24,1
1,8,45,57,67,24,0
0,9,32,67,57,-24,1
1,10,37,57,67,24,0
0,11,24,67,57,-24,1
1,12,36,57,67,24,0
0,13,23,67,57,-24,1
1,14,36,57,67,24,0
0,15,23,67,57,-24,1
1,16,15,57,67,24,0
0,17,29,67,57,-24,1
1,18,15,57,67,24,0
0,19,37,67,57,-24,1
1,20,15,57,67,24,0
1,1,61,81,67,-27,0
0,2,38,67,81,27,1
1,3,47,81,67,-27,0
0,4,38,67,81,27,1
0,1,25,94,81,13,1
1,2,55,81,94,-13,0
0,3,25,94,81,13,1
1,4,55,81,94,-13,0
0,5,25,94,81,13,1
1,6,51,81,94,-13,0
0,7,25,94,81,13,1
1,8,51,81,94,-13,0
0,9,23,94,81,13,1
1,10,46,81,94,-13,0
0,11,23,94,81,13,1
1,12,37,81,94,-13,0
0,13,27,94,81,13,1
1,14,37,81,94,-13,0
0,15,27,94,81,13,1
0,1,67,0,0,25,1
1,2,63,0,0,-25,0
0,3,37,0,0,25,1
1,4,43,0,0,-25,0
0,5,27,0,0,25,1
1,6,39,0,0,-25,0
0,7,27,0,0,25,1
1,8,38,0,0,-25,0
0,9,18,0,0,25,1
1,10,32,0,0,-25,0
0,11,18,0,0,25,1
1,12,27,0,0,-25,0
0,13,16,0,0,25,1
1,1,60,0,25,-27,0
0,2,65,25,0,27,1
1,3,46,0,25,-27,0
0,4,60,25,0,27,1
1,5,39,0,25,-27,0
0,6,30,25,0,27,1
1,7,36,0,25,-27,0
0,8,29,25,0,27,1
0,1,65,52,0,19,1
1,2,51,0,52,-19,0
0,3,35,52,0,19,1
1,1,52,0,71,51,0
0,2,69,71,0,-51,1
1,3,52,0,71,51,0
0,4,69,71,0,-51,1
1,5,50,0,71,51,0
0,6,69,71,0,-51,1
1,7,24,0,71,51,0
0,8,71,71,0,-51,1
1,9,20,0,71,51,0
0,1,50,71,51,-2,1
1,2,63,51,71,2,0
0,3,50,71,51,-2,1
1,4,63,51,71,2,0
0,5,50,71,51,-2,1
1,6,63,51,71,2,0
0,7,50,71,51,-2,1
1,8,63,51,71,2,0
0,9,22,71,51,-2,1
1,10,54,51,71,2,0
0,11,19,71,51,-2,1
1,12,32,51,71,2,0
0,13,21,71,51,-2,1
1,14,30,51,71,2,0
0,15,22,71,51,-2,1
1,16,15,51,71,2,0
0,17,18,71,51,-2,1
1,18,12,51,71,2,0
1,1,78,53,71,22,0
0,2,56,71,53,-22,1
1,3,78,53,71,22,0
0,4,56,71,53,-22,1
1,5,70,53,71,22,0
0,6,48,71,53,-22,1
1,7,66,53,71,22,0
0,8,44,71,53,-22,1
1,9,37,53,71,22,0
0,10,44,71,53,-22,1
1,11,31,53,71,22,0
0,12,44,71,53,-22,1
1,13,31,53,71,22,0
0,14,45,71,53,-22,1
1,15,29,53,71,22,0
0,16,43,71,53,-22,1
1,17,22,53,71,22,0
0,18,43,71,53,-22,1
1,19,22,53,71,22,0
0,20,43,71,53,-22,1
1,21,22,53,71,22,0
0,1,54,71,75,32,1
1,2,55,75,71,-32,0
0,3,54,71,75,32,1
1,4,55,75,71,-32,0
0,5,42,71,75,32,1
1,6,48,75,71,-32,0
0,7,32,71,75,32,1
1,8,18,75,71,-32,0
0,9,32,71,75,32,1
1,10,11,75,71,-32,0
0,11,20,71,75,32,1
1,12,16,75,71,-32,0
0,13,23,71,75,32,1
1,14,16,75,71,-32,0
0,15,15,71,75,32,1
1,16,16,75,71,-32,0
0,17,15,71,75,32,1
1,18,12,75,71,-32,0
0,19,15,71,75,32,1
1,20,17,75,71,-32,0
0,21,18,71,75,32,1
1,22,15,75,71,-32,0
0,23,18,71,75,32,1
1,24,11,75,71,-32,0
0,25,18,71,75,32,1
1,26,11,75,71,-32,0
0,27,19,71,75,32,1
1,28,16,75,71,-32,0
0,29,10,71,75,32,1
1,30,15,75,71,-32,0
0,31,2,71,75,32,1
1,32,17,75,71,-32,0
0,33,0,71,75,32,1
1,34,13,75,71,-32,0
0,35,0,71,75,32,1
1,36,12,75,71,-32,0
1,1,46,0,0,46,1
0,2,69,0,0,-46,0
1,3,31,0,0,46,1
0,1,58,0,46,-32,0
1,2,62,46,0,32,1
0,3,58,0,46,-32,0
1,4,62,46,0,32,1
0,5,58,0,46,-32,0
1,6,32,46,0,32,1
0,7,58,0,46,-32,0
1,8,29,46,0,32,1
1,1,55,78,0,-17,1
0,2,55,0,78,17,0
1,3,55,78,0,-17,1
0,4,55,0,78,17,0
1,5,50,78,0,-17,1
0,6,55,0,78,17,0
1,7,50,78,0,-17,1
0,8,26,0,78,17,0
1,9,50,78,0,-17,1
0,10,12,0,78,17,0
0,1,73,17,78,-10,0
1,2,71,78,17,10,1
0,3,73,17,78,-10,0
1,4,71,78,17,10,1
0,5,73,17,78,-10,0
1,6,41,78,17,10,1
0,7,78,17,78,-10,0
1,8,41,78,17,10,1
0,9,59,17,78,-10,0
1,10,12,78,17,10,1
0,11,65,17,78,-10,0
1,12,12,78,17,10,1
1,1,32,88,17,9,1
0,2,69,17,88,-9,0
1,3,32,88,17,9,1
0,4,69,17,88,-9,0
1,5,32,88,17,9,1
0,6,61,17,88,-9,0
1,7,24,88,17,9,1
0,8,60,17,88,-9,0
1,9,24,88,17,9,1
0,10,54,17,88,-9,0
1,11,24,88,17,9,1
0,12,32,17,88,-9,0
1,13,17,88,17,9,1
0,14,27,17,88,-9,0
1,15,15,88,17,9,1
0,16,18,17,88,-9,0
1,17,15,88,17,9,1
0,1,69,17,97,-3,0
1,2,41,97,17,3,1
0,3,69,17,97,-3,0
1,4,41,97,17,3,1
0,5,67,17,97,-3,0
1,6,41,97,17,3,1
0,7,55,17,97,-3,0
1,8,38,97,17,3,1
0,9,26,17,97,-3,0
1,10,17,97,17,3,1
0,11,24,17,97,-3,0
1,12,14,97,17,3,1
0,13,24,17,97,-3,0
1,14,14,97,17,3,1
0,15,18,17,97,-3,0
1,16,14,97,17,3,1
0,1,54,0,0,-4,0
1,2,73,0,0,4,1
0,3,54,0,0,-4,0
1,4,73,0,0,4,1
0,5,54,0,0,-4,0
1,6,73,0,0,4,1
0,7,49,0,0,-4,0
1,8,43,0,0,4,1
0,9,30,0,0,-4,0
1,10,20,0,0,4,1
0,11,24,0,0,-4,0
1,12,13,0,0,4,1
0,13,26,0,0,-4,0
1,14,13,0,0,4,1
0,15,13,0,0,-4,0
1,16,13,0,0,4,1
1,1,55,4,0,2,1
0,2,51,0,4,-2,0
1,3,55,4,0,2,1
0,4,21,0,4,-2,0
1,5,52,4,0,2,1
0,6,21,0,4,-2,0
1,7,38,4,0,2,1
0,8,21,0,4,-2,0
1,9,16,4,0,2,1
0,10,21,0,4,-2,0
1,11,16,4,0,2,1
0,12,12,0,4,-2,0
1,13,16,4,0,2,1
0,14,12,0,4,-2,0
1,15,16,4,0,2,1
0,1,44,0,6,1,0
1,2,65,6,0,-1,1
0,3,44,0,6,1,0
1,4,65,6,0,-1,1
0,5,44,0,6,1,0
1,6,35,6,0,-1,1
0,7,41,0,6,1,0
1,8,35,6,0,-1,1
0,9,41,0,6,1,0
1,10,32,6,0,-1,1
0,11,14,0,6,1,0
1,12,12,6,0,-1,1
0,13,12,0,6,1,0
1,1,49,6,1,41,1
0,2,49,1,6,-41,0
1,3,49,6,1,41,1
0,4,49,1,6,-41,0
1,5,28,6,1,41,1
0,6,46,1,6,-41,0
1,7,18,6,1,41,1
0,8,52,1,6,-41,0
1,9,12,6,1,41,1
0,1,51,1,47,33,0
1,2,41,47,1,-33,1
0,3,51,1,47,33,0
1,4,41,47,1,-33,1
0,5,54,1,47,33,0
1,6,41,47,1,-33,1
0,7,29,1,47,33,0
1,8,41,47,1,-33,1
0,9,19,1,47,33,0
1,10,37,47,1,-33,1
0,11,11,1,47,33,0
1,12,37,47,1,-33,1
0,13,11,1,47,33,0
1,14,34,47,1,-33,1
0,15,19,1,47,33,0
1,16,34,47,1,-33,1
0,17,14,1,47,33,0
1,18,34,47,1,-33,1
0,19,14,1,47,33,0
1,20,34,47,1,-33,1
0,21,14,1,47,33,0
1,22,22,47,1,-33,1
0,23,6,1,47,33,0
1,24,22,47,1,-33,1
0,25,6,1,47,33,0
1,26,22,47,1,-33,1
0,27,6,1,47,33,0
1,28,22,47,1,-33,1
0,29,1,1,47,33,0
1,30,16,47,1,-33,1
1,1,60,47,34,-17,1
0,2,56,34,47,17,0
1,3,60,47,34,-17,1
0,4,56,34,47,17,0
1,5,44,47,34,-17,1
0,6,54,34,47,17,0
1,7,40,47,34,-17,1
0,8,24,34,47,17,0
1,9,40,47,34,-17,1
0,10,25,34,47,17,0
0,1,53,51,47,-20,0
1,2,32,47,51,20,1
0,3,53,51,47,-20,0
1,4,32,47,51,20,1
0,5,53,51,47,-20,0
1,6,32,47,51,20,1
0,7,30,51,47,-20,0
1,8,25,47,51,20,1
0,9,30,51,47,-20,0
1,10,20,47,51,20,1
1,1,68,67,51,-8,1
0,2,38,51,67,8,0
1,3,68,67,51,-8,1
0,4,38,51,67,8,0
1,5,62,67,51,-8,1
0,6,31,51,67,8,0
1,7,41,67,51,-8,1
0,8,26,51,67,8,0
1,9,35,67,51,-8,1
0,10,26,51,67,8,0
1,11,31,67,51,-8,1
0,12,25,51,67,8,0
1,13,29,67,51,-8,1
0,14,23,51,67,8,0
0,1,61,59,67,-13,0
1,2,64,67,59,13,1
0,3,61,59,67,-13,0
1,4,64,67,59,13,1
0,5,23,59,67,-13,0
1,6,38,67,59,13,1
0,7,23,59,67,-13,0
1,8,34,67,59,13,1
0,9,22,59,67,-13,0
1,10,31,67,59,13,1
1,1,61,80,59,9,1
0,2,71,59,80,-9,0
1,3,61,80,59,9,1
0,4,71,59,80,-9,0
1,5,61,80,59,9,1
0,6,71,59,80,-9,0
1,7,53,80,59,9,1
0,8,63,59,80,-9,0
1,9,26,80,59,9,1
0,10,35,59,80,-9,0
1,11,26,80,59,9,1
0,1,61,59,89,-22,0
1,2,46,89,59,22,1
0,3,41,59,89,-22,0
1,4,46,89,59,22,1
0,5,32,59,89,-22,0
1,6,18,89,59,22,1
1,1,70,0,0,-28,0
0,2,69,0,0,28,1
1,3,70,0,0,-28,0
0,4,69,0,0,28,1
1,5,62,0,0,-28,0
0,6,64,0,0,28,1
1,7,58,0,0,-28,0
0,8,62,0,0,28,1
1,9,51,0,0,-28,0
0,10,62,0,0,28,1
1,11,48,0,0,-28,0
0,12,61,0,0,28,1
1,13,44,0,0,-28,0
0,14,55,0,0,28,1
1,15,44,0,0,-28,0
0,16,54,0,0,28,1
1,17,30,0,0,-28,0
0,18,55,0,0,28,1
1,19,28,0,0,-28,0
0,20,31,0,0,28,1
1,21,28,0,0,-28,0
0,22,16,0,0,28,1
1,23,28,0,0,-28,0
0,24,14,0,0,28,1
1,25,24,0,0,-28,0
0,26,4,0,0,28,1
1,27,24,0,0,-28,0
0,28,4,0,0,28,1
1,29,19,0,0,-28,0
0,30,4,0,0,28,1
1,31,19,0,0,-28,0
0,1,27,28,0,19,1
1,2,47,0,28,-19,0
0,3,27,28,0,19,1
1,4,47,0,28,-19,0
0,5,22,28,0,19,1
1,6,47,0,28,-19,0
0,7,19,28,0,19,1
1,8,47,0,28,-19,0
0,9,19,28,0,19,1
1,10,39,0,28,-19,0
0,11,17,28,0,19,1
1,1,72,0,47,35,0
0,2,52,47,0,-35,1
1,3,72,0,47,35,0
0,4,52,47,0,-35,1
1,5,72,0,47,35,0
0,6,43,47,0,-35,1
1,7,42,0,47,35,0
0,1,67,47,35,-9,1
1,2,62,35,47,9,0
0,3,67,47,35,-9,1
1,4,62,35,47,9,0
0,5,62,47,35,-9,1
1,6,58,35,47,9,0
0,7,56,47,35,-9,1
1,8,56,35,47,9,0
0,9,49,47,35,-9,1
1,10,30,35,47,9,0
0,11,26,47,35,-9,1
1,12,27,35,47,9,0
0,13,26,47,35,-9,1
1,14,27,35,47,9,0
0,15,22,47,35,-9,1
1,16,27,35,47,9,0
0,17,19,47,35,-9,1
1,18,27,35,47,9,0
0,19,17,47,35,-9,1
1,20,24,35,47,9,0
0,21,24,47,35,-9,1
1,22,12,35,47,9,0
0,23,24,47,35,-9,1
1,24,11,35,47,9,0
1,1,43,44,47,4,0
0,2,42,47,44,-4,1
1,3,43,44,47,4,0
0,4,42,47,44,-4,1
1,5,43,44,47,4,0
0,6,42,47,44,-4,1
1,7,42,44,47,4,0
0,8,20,47,44,-4,1
1,9,17,44,47,4,0
0,1,58,47,48,-29,1
1,2,74,48,47,29,0
0,3,58,47,48,-29,1
1,4,51,48,47,29,0
0,5,53,47,48,-29,1
1,6,51,48,47,29,0
0,7,53,47,48,-29,1
1,8,51,48,47,29,0
0,9,56,47,48,-29,1
1,10,45,48,47,29,0
0,11,56,47,48,-29,1
1,12,45,48,47,29,0
0,13,49,47,48,-29,1
1,14,38,48,47,29,0
0,15,43,47,48,-29,1
1,16,30,48,47,29,0
0,17,43,47,48,-29,1
1,18,13,48,47,29,0
0,19,41,47,48,-29,1
1,20,13,48,47,29,0
0,21,32,47,48,-29,1
1,22,13,48,47,29,0
1,1,45,77,47,-29,0
0,2,63,47,77,29,1
1,3,45,77,47,-29,0
0,4,63,47,77,29,1
1,5,45,77,47,-29,0
0,6,66,47,77,29,1
1,7,44,77,47,-29,0
0,8,36,47,77,29,1
1,9,44,77,47,-29,0
0,10,28,47,77,29,1
1,11,44,77,47,-29,0
0,12,28,47,77,29,1
1,13,39,77,47,-29,0
0,14,28,47,77,29,1
1,15,39,77,47,-29,0
0,16,22,47,77,29,1
1,17,38,77,47,-29,0
0,18,22,47,77,29,1
1,19,35,77,47,-29,0
0,20,6,47,77,29,1
1,21,18,77,47,-29,0
0,1,53,76,77,25,1
1,2,56,77,76,-25,0
0,3,53,76,77,25,1
1,4,56,77,76,-25,0
0,5,53,76,77,25,1
1,6,56,77,76,-25,0
0,7,53,76,77,25,1
1,8,51,77,76,-25,0
0,9,24,76,77,25,1
1,10,43,77,76,-25,0
0,11,23,76,77,25,1
1,12,39,77,76,-25,0
0,13,18,76,77,25,1
1,14,27,77,76,-25,0
0,15,18,76,77,25,1
1,16,27,77,76,-25,0
0,17,15,76,77,25,1
1,18,27,77,76,-25,0
0,19,9,76,77,25,1
1,20,27,77,76,-25,0
0,1,43,0,0,25,0
1,2,69,0,0,-25,1
0,3,43,0,0,25,0
1,4,69,0,0,-25,1
0,5,40,0,0,25,0
1,6,39,0,0,-25,1
0,7,38,0,0,25,0
1,8,39,0,0,-25,1
0,9,41,0,0,25,0
1,10,32,0,0,-25,1
0,11,36,0,0,25,0
1,12,32,0,0,-25,1
0,13,41,0,0,25,0
1,14,31,0,0,-25,1
0,15,15,0,0,25,0
1,16,23,0,0,-25,1
0,17,11,0,0,25,0
1,18,20,0,0,-25,1
0,19,14,0,0,25,0
1,20,15,0,0,-25,1
0,21,14,0,0,25,0
1,22,15,0,0,-25,1
0,23,14,0,0,25,0
1,24,15,0,0,-25,1
0,25,14,0,0,25,0
1,26,15,0,0,-25,1
0,27,7,0,0,25,0
1,28,15,0,0,-25,1
1,1,42,0,25,18,1
0,2,59,25,0,-18,0
1,3,42,0,25,18,1
0,4,59,25,0,-18,0
1,5,34,0,25,18,1
0,6,29,25,0,-18,0
1,7,32,0,25,18,1
0,8,26,25,0,-18,0
1,9,11,0,25,18,1
0,1,65,25,18,27,0
1,2,76,18,25,-27,1
0,3,65,25,18,27,0
1,4,76,18,25,-27,1
0,5,60,25,18,27,0
1,6,73,18,25,-27,1
0,7,48,25,18,27,0
1,8,72,18,25,-27,1
0,9,45,25,18,27,0
1,10,42,18,25,-27,1
0,11,39,25,18,27,0
1,12,42,18,25,-27,1
0,13,24,25,18,27,0
1,14,36,18,25,-27,1
0,15,12,25,18,27,0
1,1,73,18,52,15,1
0,2,31,52,18,-15,0
1,3,56,18,52,15,1
0,4,31,52,18,-15,0
1,5,53,18,52,15,1
0,6,31,52,18,-15,0
1,7,43,18,52,15,1
0,8,25,52,18,-15,0
1,9,17,18,52,15,1
0,10,18,52,18,-15,0
1,11,11,18,52,15,1
0,1,66,52,33,-28,0
1,2,53,33,52,28,1
0,3,66,52,33,-28,0
1,4,53,33,52,28,1
0,5,54,52,33,-28,0
1,6,49,33,52,28,1
0,7,24,52,33,-28,0
1,8,47,33,52,28,1
0,9,24,52,33,-28,0
1,10,20,33,52,28,1
0,11,24,52,33,-28,0
1,12,12,33,52,28,1
0,13,25,52,33,-28,0
1,1,50,61,52,-20,1
